DRG Definition,Provider State,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,NH,336,24533.12202,8621.16369,7719.619048
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,NJ,2604,65765.50998,9445.176267,8493.322197
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,NM,261,31228.45977,9199.237548,8057.659004
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,NV,377,55342.19098,9154.67374,7850.527851
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,NY,3852,35296.47066,11335.3175,10214.68224
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,OH,2983,26422.81462,7874.630238,6969.378813
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,OK,804,28261.87189,8034.366915,6771.594527
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,OR,492,24663.28455,9339.928862,7901.144309
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,PA,3555,36950.99803,8531.402813,7538.831786
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,RI,235,28324.14043,9697.27234,8609.655319
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,SC,1205,33614.33361,8106.142739,7181.317012
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,SD,185,23863.48649,8120.124324,7185.935135
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,TN,1793,26532.59286,7558.2058,6531.986615
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,TX,4595,39448.50468,8357.977584,7252.941676
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,UT,210,20893.28095,8350.680952,7106.004762
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,VA,1999,26097.64282,8167.496248,7024.026013
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,VT,154,18599.42208,10670.38961,9726.571429
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,WA,1154,30435.7799,9063.981802,7773.353553
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,WI,1106,24075.9774,8366.293852,7297.280289
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,WV,581,20478.53701,7781.755594,6895.710843
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,WY,68,23006.04412,10212.85294,9417.735294
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,AK,116,22351.25862,8311.456897,7170.465517
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,AL,2053,20230.64686,4736.729664,3756.235753
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,AR,1365,15226.93846,4837.27326,3902.041026
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,AZ,1824,23383.48575,5637.699561,4580.606908
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,CA,6503,40526.62094,7092.039059,6117.495002
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,CO,1030,24273.75825,5648.401942,4607.664078
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,CT,1603,20852.51279,6687.673113,5612.701185
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,DC,269,22422.30483,7420.267658,6333.605948
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,DE,350,17483.32571,6098.477143,5076.928571
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,FL,8607,27299.52318,5067.711746,4097.250378
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,GA,2754,18191.11256,5208.595861,4206.189542
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,HI,193,22060.01554,7938.398964,6267.139896
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,IA,946,14269.35518,5184.528541,4126.245243
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,ID,246,15497.36992,5369.166667,4360.239837
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,IL,5417,21464.01421,5750.445265,4600.131623
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,IN,2750,16874.38364,5120.040364,4131.015636
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,KS,1025,19840.52878,4996.025366,3961.702439
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,KY,2064,16180.875,5094.119186,4195.024709
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,LA,1615,19417.93127,5049.881734,4109.629721
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,MA,3275,12439.35145,7102.790229,6153.690687
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,MD,2646,7874.853364,7424.018141,6457.258125
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,ME,604,14359.2202,5599.357616,4568.251656
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,MI,4714,14994.19177,5810.577217,4899.118583
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,MN,1754,16406.48917,6014.706385,4900.827252
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,MO,2571,18072.88098,5177.467911,4167.721509
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,MS,1208,19361.07119,5006.229305,4028.06043
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,MT,211,13669.77725,5154.995261,4234.066351
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,NC,4317,15249.37225,5584.729442,4594.63609
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,ND,209,10967.11962,5267.425837,4407.177033
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,NE,640,18654.05469,5664,4334.354688
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,NH,508,16836.0689,5784.364173,4651.462598
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,NJ,3903,45673.31002,6127.354343,5154.027159
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,NM,402,19299.09701,5929.912935,4967.49005
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,NV,624,35804.72917,5931.190705,4784.472756
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,NY,6072,23421.73501,7383.963274,6275.425231
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,OH,4617,18179.46264,5265.1906,4296.059129
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,OK,1459,17332.00274,5083.206991,4062.526388
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,OR,719,15828.61057,5945.40751,4836.139082
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,PA,5512,25467.73585,5704.526851,4641.725689
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,RI,352,17665.8608,6204.599432,5203.113636
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,SC,1897,21727.64734,5379.826041,4304.006326
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,SD,287,16184.19861,5469.320557,4382.320557
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,TN,2678,18236.67513,4905.991412,3939.9059
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,TX,7130,26022.94292,5455.81122,4392.450631
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,UT,324,14513.79012,5555.66358,4346.774691
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,VA,3245,17309.01972,5263.131895,4228.601849
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,VT,206,12398.00971,6906.830097,5963.286408
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,WA,1731,21060.54362,5959.352975,4831.005199
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,WI,1778,16247.38076,5491.196288,4411.286839
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,WV,1169,12480.53807,5102.42515,4137.062447
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,WY,165,17538.6303,6826.260606,5749.636364
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,AK,119,15871.18487,5587.537815,4539.546218
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,AL,2421,13955.31681,3319.308137,2159.789756
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,AR,1606,10178.81569,3251.920299,2275.154421
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,AZ,1888,17476.39831,3865.194386,2674.621822
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,CA,5820,29350.93454,4859.126804,3709.71512
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,CO,872,17570.87041,3861.986239,2715.730505
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,CT,1404,15051.5755,4665.367521,3363.350427
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,DC,289,15169.39446,5057.356401,3853.792388
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,DE,372,11053.09677,4029.336022,2943.672043
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,FL,11095,19267.18973,3527.430554,2371.43416
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,GA,2861,13207.81615,3685.214261,2484.890947
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,HI,208,14650.52885,5386.725962,3841.216346
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,IA,1122,10033.08289,3495.221034,2390.435829
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,ID,244,10963.31967,3697.159836,2669.536885
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,IL,5245,16126.54223,4034.379028,2683.733079
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,IN,3167,12222.88633,3476.647616,2376.675087
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,KS,1108,13941.23014,3506.473827,2374.358303
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,KY,2558,11224.10438,3472.676701,2446.429242
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,LA,1987,12181.24862,3485.705586,2397.958228
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,MA,2884,9406.717406,4868.616505,3777.488904
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,MD,2548,5485.550628,5189.165228,4120.048666
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,ME,519,10333.55877,3904.689788,2797.705202
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,MI,4203,11027.57768,3960.68689,2885.317868
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,MN,1661,11952.72547,4104.374473,2837.387718
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,MO,2863,13434.15997,3554.961579,2428.122599
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,MS,1462,13745.54241,3394.493844,2389.026676
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,MT,206,9318.868932,3601.490291,2598.087379
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,NC,4248,11406.25589,3864.007533,2763.41596
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,ND,195,8310.435897,3662.323077,2637.917949
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,NE,699,13308.85837,3893.091559,2686.062947
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,NH,524,12378.67557,4043.129771,2859.135496
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,NJ,4211,32486.38328,4328.079079,3126.628354
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,NM,428,13812.67757,4035.537383,3048.53972
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,NV,676,26019.94231,4083.64497,2787.341716
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,NY,6467,16398.45013,5002.023195,3808.097572
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,OH,4752,13020.34301,3650.492214,2558.942551
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,OK,1569,11883.1058,3563.438496,2398.699809
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,OR,647,11502.54714,4205.035549,2971.465224
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,PA,5832,18316.17833,3922.082476,2726.597394
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,RI,267,13901.0412,4507.146067,3130.846442
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,SC,2140,15268.3028,3655.185047,2530.377103
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,SD,343,11889.02332,3860.731778,2615.183673
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,TN,2815,12927.8341,3457.915453,2300.521847
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,TX,7074,18713.75219,3756.887193,2567.465225
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,UT,363,11169.29201,3892.900826,2552.77686
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,VA,3144,12495.29071,3644.574427,2509.252863
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,VT,196,9384.341837,4747.107143,3725.607143
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,WA,1565,14748.51054,4047.934824,2799.73099
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,WI,1683,11846.50802,3843.611408,2601.349376
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,WV,1250,9312.5984,3523.3504,2447.2824
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,WY,172,13020.0407,4665.238372,3740.430233
312 - SYNCOPE & COLLAPSE,AK,93,25137.22581,7229.301075,5665.096774
312 - SYNCOPE & COLLAPSE,AL,2043,19794.76456,4198.268233,3129.347528
312 - SYNCOPE & COLLAPSE,AR,1127,14309.94232,4251.272405,3228.146406
312 - SYNCOPE & COLLAPSE,AZ,1524,25881.23753,4949.251312,3795.746719
312 - SYNCOPE & COLLAPSE,CA,6540,39020.5604,6340.155505,5281.878593
312 - SYNCOPE & COLLAPSE,CO,979,24136.72319,4914.890705,3851.762002
312 - SYNCOPE & COLLAPSE,CT,2243,18592.27463,5848.579581,4751.563085
312 - SYNCOPE & COLLAPSE,DC,352,20841.73864,7007.644886,6039.571023
312 - SYNCOPE & COLLAPSE,DE,585,13677.42735,5445.155556,4318.579487
312 - SYNCOPE & COLLAPSE,FL,10763,28595.6474,4564.832017,3502.582273
312 - SYNCOPE & COLLAPSE,GA,2575,20471.76272,4634.212427,3560.592621
312 - SYNCOPE & COLLAPSE,HI,185,19481.22162,6802.118919,5045.886486
312 - SYNCOPE & COLLAPSE,IA,704,14257.19744,4456.066761,3437.667614
312 - SYNCOPE & COLLAPSE,ID,176,13852.23295,4680.647727,3730.346591
312 - SYNCOPE & COLLAPSE,IL,7040,20864.26605,5108.675568,3969.297017
312 - SYNCOPE & COLLAPSE,IN,3187,16505.08158,4606.663634,3579.795419
312 - SYNCOPE & COLLAPSE,KS,714,21224.32773,4357.620448,3328.37395
312 - SYNCOPE & COLLAPSE,KY,2547,15361.44601,4466.0585,3495.357676
312 - SYNCOPE & COLLAPSE,LA,1440,18947.54028,4506.460417,3468.398611
312 - SYNCOPE & COLLAPSE,MA,4380,11237.4984,6227.365753,5214.060959
312 - SYNCOPE & COLLAPSE,MD,3641,7134.487229,6727.678934,5747.322164
312 - SYNCOPE & COLLAPSE,ME,410,13586.44878,4753.214634,3812.126829
312 - SYNCOPE & COLLAPSE,MI,6496,13757.002,5109.026786,4114.835591
312 - SYNCOPE & COLLAPSE,MN,1518,14699.79447,5154.387352,4097.624506
312 - SYNCOPE & COLLAPSE,MO,2140,18713.48505,4542.585981,3477.570093
312 - SYNCOPE & COLLAPSE,MS,1492,20473.24799,4471.974531,3437.395442
312 - SYNCOPE & COLLAPSE,MT,122,14450.12295,4712.409836,3664.860656
312 - SYNCOPE & COLLAPSE,NC,3384,15982.1776,4894.608747,3950.162234
312 - SYNCOPE & COLLAPSE,ND,92,12718.09783,4755.804348,3984.23913
312 - SYNCOPE & COLLAPSE,NE,512,17353.17578,4926.755859,3723.941406
312 - SYNCOPE & COLLAPSE,NH,367,16946.92098,4781.983651,3808.525886
312 - SYNCOPE & COLLAPSE,NJ,5689,42042.36878,5551.85885,4486.782914
312 - SYNCOPE & COLLAPSE,NM,407,18534.71007,5283.90172,4109.781327
312 - SYNCOPE & COLLAPSE,NV,699,34099.2289,5160.801144,4091.439199
312 - SYNCOPE & COLLAPSE,NY,12476,20334.10701,6724.336566,5671.185717
312 - SYNCOPE & COLLAPSE,OH,5759,17506.57041,4624.121549,3655.397986
312 - SYNCOPE & COLLAPSE,OK,1508,16051.89788,4457.942308,3441.068966
312 - SYNCOPE & COLLAPSE,OR,565,14854.23009,5272.247788,4157.387611
312 - SYNCOPE & COLLAPSE,PA,7045,24135.66544,5002.804968,3968.644003
312 - SYNCOPE & COLLAPSE,RI,378,18150.37037,5860.343915,4612.007937
312 - SYNCOPE & COLLAPSE,SC,1698,21674.50766,4698.828622,3567.791519
312 - SYNCOPE & COLLAPSE,SD,222,16340.78829,4948.918919,3925.279279
312 - SYNCOPE & COLLAPSE,TN,2255,19766.4204,4403.495787,3312.006652
312 - SYNCOPE & COLLAPSE,TX,7311,26326.27424,4785.199699,3715.311175
312 - SYNCOPE & COLLAPSE,UT,214,14002.15421,4987.369159,3547.406542
312 - SYNCOPE & COLLAPSE,VA,3099,17672.6686,4612.511133,3536.569539
312 - SYNCOPE & COLLAPSE,VT,119,12993.78151,6011.117647,4882.252101
312 - SYNCOPE & COLLAPSE,WA,1507,20336.9635,5165.824818,4043.936297
312 - SYNCOPE & COLLAPSE,WI,1547,16155.90562,9330.512605,3753.934066
312 - SYNCOPE & COLLAPSE,WV,993,13315.24169,4595.047331,3587.595166
312 - SYNCOPE & COLLAPSE,WY,59,19086.08475,5775.288136,5013.59322
313 - CHEST PAIN,AK,98,19272.62245,5459.673469,4302.55102
313 - CHEST PAIN,AL,1610,17321.72174,3277.198137,2222.685093
313 - CHEST PAIN,AR,1141,12973.40841,3212.094654,2236.792287
313 - CHEST PAIN,AZ,1276,20848.67398,3841.967085,2765.583072
313 - CHEST PAIN,CA,7778,31727.40743,4801.489972,3764.709951
313 - CHEST PAIN,CO,944,20166.47564,3789.149364,2742.613347
313 - CHEST PAIN,CT,1524,14880.30249,4413.24147,3351.094488
313 - CHEST PAIN,DC,305,18769.2459,5337.44918,4345.157377
313 - CHEST PAIN,DE,224,11751.92411,4127.946429,3002.169643
313 - CHEST PAIN,FL,8740,23804.19336,3495.284096,2418.242563
313 - CHEST PAIN,GA,2358,18075.95717,3576.948685,2506.584394
313 - CHEST PAIN,HI,103,16731.31068,5234.368932,3395.23301
313 - CHEST PAIN,IA,719,12590.31572,3464.368567,2296.968011
313 - CHEST PAIN,ID,127,13044.6378,3571.511811,2491.551181
313 - CHEST PAIN,IL,6217,18038.14718,3977.391185,2879.273926
313 - CHEST PAIN,IN,2840,14315.54437,3604.070423,2519.529577
313 - CHEST PAIN,KS,626,19247.52556,3413.955272,2300.560703
313 - CHEST PAIN,KY,2787,13705.16685,3437.543595,2462.1324
313 - CHEST PAIN,LA,1601,15161.91131,3460.484697,2430.501562
313 - CHEST PAIN,MA,1830,10681.26448,4656.972131,3730.145902
313 - CHEST PAIN,MD,2465,6024.572414,5731.054361,4744.39432
313 - CHEST PAIN,ME,215,13338.28837,3814.776744,2737.893023
313 - CHEST PAIN,MI,4770,12512.38679,3936.418029,2981.575262
313 - CHEST PAIN,MN,1414,13440.51273,3952.239745,2850.476662
313 - CHEST PAIN,MO,2264,16735.12633,3537.7553,2424.897085
313 - CHEST PAIN,MS,1484,17062.77493,3338.884771,2365.944744
313 - CHEST PAIN,MT,110,11636.77273,3726.890909,2507.290909
313 - CHEST PAIN,NC,4278,13739.47195,3709.273259,2699.636279
313 - CHEST PAIN,ND,157,8644.33121,3631.66242,2623.719745
313 - CHEST PAIN,NE,431,16898.43155,4028.49652,2582.132251
313 - CHEST PAIN,NH,195,17365.71795,3820.574359,2716.225641
313 - CHEST PAIN,NJ,3140,34933.87643,4316.355414,3165.142038
313 - CHEST PAIN,NM,492,15314.68293,4068.380081,2934.056911
313 - CHEST PAIN,NV,622,32829.18328,3955.40836,2900.326367
313 - CHEST PAIN,NY,10427,15628.64391,5241.586938,4226.854512
313 - CHEST PAIN,OH,5436,14772.94518,3596.537528,2647.130059
313 - CHEST PAIN,OK,1975,13406.95139,3439.153924,2426.242025
313 - CHEST PAIN,OR,520,12793.88654,4028.421154,2862.594231
313 - CHEST PAIN,PA,3633,22450.8599,4054.127168,3079.278282
313 - CHEST PAIN,RI,117,17199.38462,4341.700855,3063.991453
313 - CHEST PAIN,SC,1611,18859.24643,3606.256983,2342.998138
313 - CHEST PAIN,SD,273,13552.54945,3825.032967,2780.81685
313 - CHEST PAIN,TN,1922,17698.47763,3393.674818,2329.361602
313 - CHEST PAIN,TX,8076,22833.21706,3675.90577,2543.309312
313 - CHEST PAIN,UT,290,11388.06897,3759.224138,2606.644828
313 - CHEST PAIN,VA,3477,15032.30659,3445.311475,2383.710095
313 - CHEST PAIN,VT,25,13064.28,5311.8,3710.24
313 - CHEST PAIN,WA,1531,19237.72632,3948.331156,2770.440235
313 - CHEST PAIN,WI,1488,14452.24664,3739.607527,2626.309812
313 - CHEST PAIN,WV,1424,11241.20435,3573.54073,2671.070927
313 - CHEST PAIN,WY,114,13553.92105,4873.666667,3471.885965
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,AK,43,51419.34884,20449.83721,16779.30233
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,AL,851,45321.68273,11172.6134,9951.725029
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,AR,573,35153.99302,11354.7801,10415.44503
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,AZ,947,51972.51954,13296.34002,12155.87434
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,CA,4350,90410.92069,17708.92828,16455.3223
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,CO,404,57391.02228,13278.11386,12164.69554
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,CT,543,46622.00368,16160.59669,14682.88582
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,DC,320,56639.52813,17979.29063,16493.675
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,DE,159,37647.16352,14889.43396,12690.79874
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,FL,4262,61236.46598,12388.64594,11127.61544
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,GA,1798,40374.60178,12498.21691,11285.00222
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,HI,105,36760.09524,16875.25714,15337.71429
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,IA,410,32788.46829,11609.20732,10479.10244
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,ID,130,31043.53846,13185.11538,11570.33846
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,IL,2702,48340.86417,14186.82939,12261.45152
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,IN,1292,40045.63777,12988.33282,11284.71594
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,KS,398,48503.75879,12599.71106,10647.10804
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,KY,854,38939.97892,12001.60422,11310.73419
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,LA,1043,39454.56759,11737.25983,10511.9396
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,MA,1115,30917.73632,16850.10045,15898.33094
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,MD,1306,19943.31623,18766.47626,17618.58499
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,ME,183,33045.09836,14037.17486,12040.68852
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,MI,2535,32396.01302,13884.97396,12934.99448
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,MN,691,37183.58321,14560.87265,13102.8712
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,MO,1244,44221.08119,12555.8545,11463.84968
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,MS,714,37745.60364,11496.19888,10572.89636
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,MT,90,30784.64444,12456.76667,10882.75556
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,NC,2110,32823.59431,13223.50711,12226.53033
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,ND,132,26812.96212,12027.37879,11118.15909
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,NE,268,42388.16045,13141.82836,12086.31343
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,NH,188,37824.26064,13179.09043,12260.83511
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,NJ,1717,94199.98835,15368.46768,14081.81188
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,NM,235,36561.74894,13708.7234,12287.97447
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,NV,379,89622.51979,14893.60686,12639.78892
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,NY,3021,49797.12115,18096.55876,16842.14101
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,OH,2666,42895.00375,12806.4186,11625.87847
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,OK,639,43390.74178,12773.3928,11358.10329
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,OR,294,33707.58163,14842.22449,12491.81293
